,species
6787,Bacteroides graminisolvens
6790,Maritalea myrionectae
6792,Corynebacterium mastitidis
6793,Aureimonas ureilytica
6795,Spirosoma spitsbergense
6797,Actinacidiphila glaucinigra
6799,Paraburkholderia nodosa
6800,Streptococcus thoraltensis
6804,Xanthomonas nasturtii
6807,Paenibacillus forsythiae
6808,Bradyrhizobium pachyrhizi
6809,Bradyrhizobium diazoefficiens
6815,Buttiauxella agrestis
6816,Achromobacter spanius
6817,Leucobacter aridicollis
6823,Rhizobium bangladeshense
6825,Extensimonas perlucida
6827,Bowmanella denitrificans
6828,Chelativorans alearense
6830,Roseibium sediminis
6833,Pseudaminobacter arsenicus
6837,Aliidiomarina sanyensis
6838,Draconibacterium mangrovi
6840,Salipaludibacillus agaradhaerens
6843,Paracoccus yeei
6844,Sphingobium amiense
6848,Mucilaginibacter kameinonensis
6850,Kocuria tytonicola
6896,Microbacterium testaceum
6897,Dickeya dadantii
6898,Novosphingobium lindaniclasticum
6899,Mannheimia varigena
6900,Chania multitudinisentens
6906,Hypericibacter terrae
6907,Limnoglobus roseus
6908,Pyruvatibacter mobilis
6909,Nibribacter ruber
6910,Crateriforma conspicua
6911,Oryzomicrobium terrae
6912,Xylophilus rhododendri
6914,Chitinolyticbacter meiyuanensis
6915,Changchengzhania lutea
6918,Bremerella volcania
6920,Aminipila butyrica
6922,Aminipila terrae
6926,Persicimonas caeni
6927,Protaetiibacter larvae
6928,Undibacterium piscinae
6929,Desulfosarcina widdelii
6931,Catenovulum sediminis
6938,Anaerocolumna sedimenticola
6939,Rhodomicrobium lacus
6940,Mixta intestinalis
6944,Dialister hominis
6950,Sutterella faecalis
6952,Plantibacter cousiniae
6953,Roseivivax halotolerans
6954,Vagococcus vulneris
6955,Salinicola lusitanus
6956,Salinicola halophyticus
6958,Dyadobacter psychrotolerans
6959,Leeuwenhoekiella palythoae
6968,Serinibacter salmoneus
6969,Flavihumibacter petaseus
6970,Kitasatospora griseola
6971,Lactobacillus mulieris
6973,Mycolicibacterium sphagni
6976,Psychrobacter pacificensis
6977,Mucilaginibacter mali
6978,Mannheimia pernigra
6980,Curtobacterium citreum
6985,Pseudoalteromonas lipolytica
6986,Kaistella haifensis
6997,Lacticaseibacillus casei
6999,Streptomyces turgidiscabies
7000,Streptomyces spinoverrucosus
7013,Clostridium tertium
7017,Nocardiopsis dassonvillei
7024,Herbaspirillum frisingense
7026,Actinobacillus vicugnae
7034,Lysobacter aestuarii
7037,Butyribacter intestini
7038,Acidaminococcus provencensis
7043,Mycoavidus cysteinexigens
7048,Paraburkholderia graminis
7050,Urinicoccus timonensis
7051,Streptococcus ictaluri
7052,Leisingera caerulea
7055,Methylophaga frappieri
7056,Leisingera methylohalidivorans
7057,Amycolatopsis thermoflava
7058,Marinovum algicola
7059,Paraburkholderia mimosarum
7060,Novosphingobium subterraneum
7061,Novosphingobium meiothermophilum
7063,Shewanella bicestrii
7064,Pustulibacterium marinum
7065,Thioclava dalianensis
7066,Nocardioides psychrotolerans
7074,Paenibacillus riograndensis
7075,Marinobacter pelagius
7076,Alkalibacterium thalassium
7077,Alkalibacterium putridalgicola
7078,Marinilactibacillus psychrotolerans
7079,Dyadobacter soli
7080,Shimia haliotis
7081,Micromonospora mirobrigensis
7082,Corallococcus carmarthensis
7084,Solibaculum mannosilyticum
7085,Tissierella praeacuta
7086,Gibbsiella quercinecans
7090,Sporolactobacillus terrae
7091,Pseudomonas knackmussii
7094,Pelosinus fermentans
7095,Desulforamulus hydrothermalis
7096,Xenorhabdus japonica
7097,Granulicatella balaenopterae
7098,Vibrio navarrensis
7100,Pectobacterium betavasculorum
7102,Vibrio ostreicida
7103,Vibrio spartinae
7104,Vibrio barjaei
7105,Vibrio sonorensis
7106,Heyndrickxia camelliae
7109,Acinetobacter populi
7114,Mycolicibacterium cosmeticum
7116,Corynebacterium argentoratense
7117,Psychrobacter cryohalolentis
7118,Sporolactobacillus laevolacticus
7119,Psychrobacter aquaticus
7121,Caballeronia telluris
7122,Caballeronia peredens
7123,Caballeronia arvi
7124,Curvibacter lanceolatus
7125,Gilvimarinus chinensis
7128,Alkalihalobacillus alcalophilus
7131,Vallitalea guaymasensis
7134,Occultella glacieicola
7135,Rubripirellula reticaptiva
7137,Leeia aquatica
7139,Pararobbsia alpina
7141,Echinicola strongylocentroti
7142,Blastochloris tepida
7144,Paraburkholderia eburnea
7146,Bacillus badius
7147,Paraburkholderia fungorum
7149,Cytobacillus horneckiae
7153,Elizabethkingia bruuniana
7154,Flavobacterium tructae
7156,Corynebacterium flavescens
7157,Rhizorhabdus wittichii
7158,Caballeronia glathei
7159,Xenorhabdus cabanillasii
7162,Dyella marensis
7166,Acidaminococcus fermentans
7173,Pseudobutyrivibrio ruminis
7175,Peptostreptococcus anaerobius
7176,Buttiauxella brennerae
7177,Sporolactobacillus pectinivorans
7179,Rodentibacter trehalosifermentans
7182,Rodentibacter myodis
7183,Domibacillus iocasae
7184,Salinivibrio kushneri
7186,Gemella massiliensis
7187,Roseivivax jejudonensis
7188,Veronia pacifica
7189,Oceanobacillus timonensis
7191,Eggerthella timonensis
7196,Paracandidimonas soli
7198,Paracoccus aminophilus
7202,Solibacillus silvestris
7203,Fibrella aestuarina
7211,Chryseobacterium gleum
7212,Peptoanaerobacter stomatis
7214,Sediminibacillus halophilus
7215,Kosakonia oryzae
7217,Thalassobacillus cyri
7219,Salibacterium halotolerans
7220,Paenimyroides ummariense
7221,Acinetobacter kyonggiensis
7223,Streptomyces qinglanensis
7225,Sphingomonas hominis
7226,Flavobacterium daemonense
7227,Flavobacterium kayseriense
7231,Amycolatopsis anabasis
7232,Pseudodesulfovibrio senegalensis
7234,Marinobacter alexandrii
7236,Parageobacillus toebii
7237,Alteromonas gracilis
7245,Streptomyces cacaoi
7247,Acinetobacter wanghuae
7248,Acinetobacter lwoffii
7250,Rhizobium tibeticum
7253,Flavobacterium rivuli
7254,Paracoccus alcaliphilus
7257,Gordonia westfalica
7263,Caballeronia jiangsuensis
7266,Achromobacter insuavis
7267,Tsukamurella pseudospumae
7268,Limosilactobacillus vaginalis
7269,Nitrosomonas aestuarii
7270,Brevundimonas viscosa
7271,Acinetobacter kookii
7272,Oryzisolibacter propanilivorax
7273,Pelagibacterium halotolerans
7274,Lapidilactobacillus dextrinicus
7276,Mobiluncus curtisii
7277,Cupriavidus lacunae
7278,Veillonella rodentium
7281,Desulforamulus profundi
7282,Rhodovulum steppense
7287,Nitrospirillum amazonense
7288,Lonepinella koalarum
7289,Ewingella americana
7291,Microterricola gilva
7292,Pseudonocardia sediminis
7293,Bacillus halotolerans
7297,Pelagimonas varians
7303,Candidatus Hamiltonella defensa
7304,Lonsdalea britannica
7305,Moritella yayanosii
7307,Methylophaga nitratireducenticrescens
7308,Cryobacterium soli
7310,Pannonibacter indicus
7311,Salifodinibacter halophilus
7313,Pediococcus inopinatus
7314,Acetobacter senegalensis
7316,Dickeya undicola
7317,Limosilactobacillus portuensis
7322,Pantoea rodasii
7324,Streptomyces gilvosporeus
7325,Streptantibioticus cattleyicolor
7326,Streptomyces cyaneogriseus
7327,Streptomyces qaidamensis
7328,Streptomyces alfalfae
7330,Streptomyces alboflavus
7331,Streptomyces capitiformicae
7332,Streptomyces dengpaensis
7333,Sphaerisporangium siamense
7334,Kribbella solani
7335,Streptomyces rapamycinicus
7336,Streptomyces stelliscabiei
7341,Vagococcus hydrophili
7345,Leucobacter viscericola
7346,Weissella coleopterorum
7353,Flavobacterium johnsoniae
7355,Streptomyces sp900129855
7367,Neorhizobium petrolearium
7371,Enterobacter dykesii
7372,Nonlabens tegetincola
7373,Paenibacillus wynnii
7381,Cutibacterium avidum
7382,Shewanella fidelis
7383,Chryseobacterium aureum
7384,Leptospira weilii
7386,Bartonella australis
7387,Desulfocurvibacter africanus
7388,Anaerobacillus alkalilacustris
7389,Photobacterium iliopiscarium
7390,Photobacterium indicum
7392,Shewanella indica
7394,Pseudoalteromonas caenipelagi
7395,Pseudoalteromonas atlantica
7396,Pseudoalteromonas aliena
7399,Paenibacillus macquariensis
7400,Paenibacillus antarcticus
7403,Chryseobacterium glaciei
7406,Pediococcus claussenii
7407,Sulfitobacter alexandrii
7409,Corynebacterium pseudotuberculosis
7410,Massilia putida
7411,Flavobacterium crassostreae
7412,Loigolactobacillus backii
7413,Bradyrhizobium icense
7414,Bacillus xiamenensis
7416,Microbacterium hydrothermale
7417,Burkholderia arboris
7418,Companilactobacillus nantensis
7419,Bifidobacterium catenulatum
7423,Xanthomonas melonis
7424,Lelliottia amnigena
7425,Moraxella nonliquefaciens
7426,Komagataeibacter nataicola
7429,Actinoplanes rectilineatus
7430,Planococcus kocurii
7433,Cupriavidus necator
7435,Amycolatopsis jejuensis
7436,Paracoccus contaminans
7438,Bartonella rochalimae
7442,Vreelandella subterranea
7445,Novispirillum itersonii
7446,Oceanimonas smirnovii
7449,Algicola sagamiensis
7450,Hahella ganghwensis
7451,Moritella marina
7452,Leptospira alstonii
7455,Minwuia thermotolerans
7456,Devriesea agamarum
7457,Novibacillus thermophilus
7458,Agarilytica rhodophyticola
7460,Neoasaia chiangmaiensis
7461,Criibacterium bergeronii
7462,Brochothrix campestris
7469,Stenotrophomonas bentonitica
7473,Pseudoalteromonas prydzensis
7474,Sphingomonas panacis
7475,Sphingomonas turrisvirgatae
7480,Streptomyces brevispora
7482,Streptomyces olivaceus
7483,Streptomyces paradoxus
7489,Cardiobacterium valvarum
7490,Corynebacterium pyruviciproducens
7491,Gemella morbillorum
7492,Kluyvera ascorbata
7498,Gluconacetobacter dulcium
7501,Bombella mellum
7502,Kluyvera sichuanensis
7511,Yersinia hibernica
7513,Lactobacillus kitasatonis
7515,Atlantibacter hermannii
7517,Sedimenticola selenatireducens
7518,Mycolicibacterium hassiacum
7519,Catelliglobosispora koreensis
7522,Streptomyces aureocirculatus
7524,Streptomyces virginiae
7526,Pseudoalteromonas tunicata
7531,Nitrosomonas ureae
7532,Trichococcus patagoniensis
7533,Agitococcus lubricus
7549,Staphylococcus devriesei
7551,Staphylococcus felis
7552,Staphylococcus edaphicus
7553,Roseinatronobacter bogoriensis
7554,Capnocytophaga gingivalis
7555,Brenneria goodwinii
7557,Chryseobacterium oncorhynchi
7559,Actinoplanes missouriensis
7560,Bradyrhizobium cosmicum
7563,Thermus parvatiensis
7565,Oribacterium asaccharolyticum
7566,Streptomyces longwoodensis
7568,Streptomyces flavochromogenes
7570,Kitasatospora albolonga
7571,Companilactobacillus allii
7575,Tsukamurella tyrosinosolvens
7577,Novosphingobium barchaimii
7578,Sphingobium cupriresistens
7580,Streptomyces roseochromogenus
7581,Xenorhabdus khoisanae
7582,Neisseria dumasiana
7583,Corynebacterium doosanense
7584,Pseudoalteromonas piratica
7585,Photorhabdus thracensis
7587,Paenibacillus chibensis
7591,Limosilactobacillus alvi
7592,Gemmobacter lutimaris
7593,Sporomusa silvacetica
7597,Falsochrobactrum shanghaiense
7599,Achromobacter animicus
7600,Achromobacter anxifer
7602,Moraxella caviae
7606,Mycolicibacterium neoaurum
7607,Carnobacterium gallinarum
7610,Acetobacter lovaniensis
7611,Rhodopseudomonas rhenobacensis
7612,Afipia massiliensis
7613,Shinella fusca
7614,Nonomuraea endophytica
7615,Desertihabitans aurantiacus
7622,Microbacterium sorbitolivorans
7623,Microbacterium halotolerans
7626,Bifidobacterium callitrichidarum
7628,Corynebacterium senegalense
7629,Corynebacterium pseudopelargi
7630,Mycobacteroides salmoniphilum
7635,Catonella morbi
7636,Corynebacterium matruchotii
7637,Anaerococcus prevotii
7638,Lancefieldella parvula
7639,Bartonella grahamii
7640,Catenulispora acidiphila
7641,Chitinophaga pinensis
7642,Slackia heliotrinireducens
7644,Thermus caldilimi
7646,Brevundimonas aurantiaca
7651,Acetobacter orientalis
7653,Amycolatopsis nivea
7656,Bartonella vinsonii
7659,Micromonospora wenchangensis
7663,Paraburkholderia acidiphila
7665,Francisella salimarina
7669,Epilithonimonas bovis
7675,Microbacterium arborescens
7677,Flavobacterium alkalisoli
7683,Corynebacterium rouxii
7684,Atlantibacter subterranea
7685,Phaeobacter italicus
7688,Phocaeicola coprophilus
7689,Chitiniphilus eburneus
7692,Lampropedia aestuarii
7693,Hansschlegelia zhihuaiae
7694,Tatumella morbirosei
7695,Rickettsiella massiliensis
7696,Photobacterium toruni
7699,Allochromatium humboldtianum
7704,Pseudoxanthobacter soli
7708,Halodesulfovibrio marinisediminis
7710,Desulfofustis glycolicus
7712,Propionispora hippei
7713,Anaerovibrio lipolyticus
7717,Phreatobacter oligotrophus
7718,Rhodovulum kholense
7722,Fimbriiglobus ruber
7723,Rappaport israeli
7724,Alterileibacterium massiliense
7725,Paenimyroides baculatum
7734,Promicromonospora kroppenstedtii
7738,Brevibacillus agri
7742,Phocoenobacter uteri
7743,Pseudomaricurvus alkylphenolicus
7744,Massilicoli timonensis
7746,Caryophanon tenue
7747,Oceanobacillus kimchii
7748,Leptotrichia trevisanii
7749,Streptococcus canis
7751,Caenispirillum bisanense
7753,Chromohalobacter canadensis
7755,Nitrosospira briensis
7756,Nitrosomonas marina
7759,Streptomyces sp900105245
7762,Gluconobacter kondonii
7765,Agromyces laixinhei
7766,Duncaniella freteri
7771,Xenorhabdus budapestensis
7772,Xenorhabdus vietnamensis
7773,Nonomuraea typhae
7777,Nonomuraea phyllanthi
7779,Pseudoxanthomonas jiangsuensis
7781,Tenacibaculum mesophilum
7784,Limosilactobacillus oris
7786,Porphyromonas gulae
7789,Nitrosospira lacus
7790,Aeromonas tecta
7791,Labilithrix luteola
7792,Neobacillus massiliamazoniensis
7798,Mailhella massiliensis
7799,Fastidiosipila sanguinis
7800,Pseudoscardovia radai
7803,Pulveribacter suum
7804,Mogibacterium diversum
7805,Oceanisphaera psychrotolerans
7806,Spirosoma oryzae
7808,Tritonibacter scottomollicae
7809,Actinoplanes italicus
7813,Atopobacter phocae
7815,Gilvimarinus agarilyticus
7816,Methyloceanibacter caenitepidi
7820,Novosphingobium panipatense
7821,Novosphingobium olei
7824,Leuconostoc litchii
7825,Kluyvera georgiana
7831,Micromonospora yangpuensis
7832,Corynebacterium durum
7833,Corynebacterium aquilae
7834,Corynebacterium phocae
7835,Corynebacterium sphenisci
7836,Duganella phyllosphaerae
7838,Psychrobacillus psychrodurans
7841,Chryseobacterium joostei
7845,Photobacterium galatheae
7846,Achromobacter deleyi
7847,Mesorhizobium opportunistum
7848,Thermanaeromonas toyohensis
7850,Oceanobacillus picturae
7851,Virgibacillus salexigens
7852,Siccibacter turicensis
7856,Rhodovulum visakhapatnamense
7857,Desulfosporosinus acididurans
7858,Brevibacterium casei
7859,Paracoccus siganidrum
7865,Croceicoccus estronivorus
7866,Brevibacterium linens
7867,Staphylococcus massiliensis
7869,Thioalkalivibrio halophilus
7870,Amorphus coralli
7874,Streptomyces reniochalinae
7875,Streptomyces otsuchiensis
7877,Amycolatopsis roodepoortensis
7878,Staphylococcus pettenkoferi
7881,Catenuloplanes japonicus
7883,Allokutzneria albata
7885,Microbacterium wangchenii
7890,Actinomyces howellii
7891,Trueperella bialowiezensis
7892,Rhodococcus zopfii
7895,Rhodococcus marinonascens
7897,Bifidobacterium ruminantium
7898,Bifidobacterium choerinum
7903,Mycolicibacter arupensis
7906,Salipiger thiooxidans
7907,Methylophaga thiooxydans
7910,Acinetobacter oleivorans
7911,Brevundimonas subvibrioides
7913,Lacrimispora saccharolytica
7914,Desulfarculus baarsii
7915,Hyphomicrobium denitrificans
7921,Shewanella chilikensis
7922,[Ruminococcus] lactaris
7923,Moraxella equi
7924,Mycolicibacterium porcinum
7925,Afipia felis
7926,Bartonella doshiae
7928,Anaerotignum propionicum
7935,Paraburkholderia franconis
7938,Vibrio jasicida
7945,Hoylesella buccalis
7946,Aerococcus christensenii
7949,Capnocytophaga ochracea
7950,Staphylococcus hyicus
7951,Aerococcus viridans
7955,Rouxiella chamberiensis
7956,Vibrio cidicii
7960,Weissella viridescens
7962,Bradyrhizobium diversitatis
7965,Yersinia entomophaga
7967,Sphingobium cloacae
7968,Sporomusa sphaeroides
7970,Thauera propionica
7971,Pseudovibrio stylochi
7972,Xenorhabdus thuongxuanensis
7973,Xenorhabdus eapokensis
7975,Thalassospira alkalitolerans
7976,Parabacteroides timonensis
7977,Lysinibacillus mangiferihumi
7978,Poseidonibacter lekithochrous
7979,Gracilibacillus halophilus
7981,Martelella endophytica
7984,Nitratidesulfovibrio termitidis
7985,Azospira oryzae
7986,Microvirga lupini
7987,Thiocystis violascens
7988,Methylocaldum szegediense
7989,Owenweeksia hongkongensis
7990,Microvirga lotononidis
7994,Paraburkholderia dilworthii
8000,Deinococcus hopiensis
8003,Frateuria aurantia
8005,Weissella koreensis
8007,Erwinia oleae
8011,Paracoccus indicus
8012,Paracoccus acridae
8013,Photobacterium rosenbergii
8014,Photobacterium swingsii
8015,Photobacterium lipolyticum
8016,Pectobacterium peruviense
8017,Segatella bryantii
8020,Succiniclasticum ruminis
8024,Cupriavidus oxalaticus
8025,Kluyvera intermedia
8026,Sphingobium abikonense
8027,Sphingomonas asaccharolytica
8028,Sphingomonas pituitosa
8029,Thalassolituus oleivorans
8031,Bifidobacterium stellenboschense
8035,Basilea psittacipulmonis
8036,Devosia riboflavina
8037,Bifidobacterium cuniculi
8038,Bifidobacterium callitrichos
8045,Erwinia psidii
8046,Gordonia asplenii
8047,Brevibacterium sediminis
8049,Paracoccus aeridis
8051,Paracoccus hibiscisoli
8053,Paracoccus amoyensis
8058,Streptacidiphilus carbonis
8061,Streptomyces amritsarensis
8062,Microtetraspora fusca
8063,Kitasatospora aureofaciens
8064,Streptomyces chilikensis
8065,Streptomyces hirsutus
8066,Streptomyces albospinus
8067,Paracoccus alkenifer
8068,Gilliamella bombicola
8070,Gracilibacillus orientalis
8071,Halomonas korlensis
8072,Micromonospora krabiensis
8073,Fangia hongkongensis
8074,Oceanobacter kriegii
8075,Salipiger mucosus
8076,Desulfospira joergensenii
8079,Chryseobacterium daeguense
8080,Thermomonas fusca
8081,Haliea salexigens
8082,Flavobacterium denitrificans
8083,Fodinicurvata sediminis
8084,Inquilinus limosus
8085,Sediminimonas qiaohouensis
8086,Ferrimonas senticii
8087,Pleomorphomonas koreensis
8088,Neptunomonas japonica
8089,Algoriphagus marincola
8093,Herbaspirillum chlorophenolicum
8094,Novosphingobium naphthalenivorans
8095,Mizugakiibacter sediminis
8096,Limosilactobacillus antri
8099,Streptococcus entericus
8100,Corynebacterium ulceribovis
8101,Leptotrichia shahii
8102,Dasania marina
8103,Martelella mediterranea
8106,Streptomyces cyaneofuscatus
8107,Streptococcus orisratti
8108,Paraburkholderia diazotrophica
8109,Psychromonas ossibalaenae
8114,Winogradskyella forsetii
8115,Pelagerythrobacter marinus
8116,Croceibacterium xixiisoli
8117,Altericroceibacterium endophyticum
8118,Alistipes finegoldii
8119,Duganella rivi
8120,Duganella sacchari
8121,Duganella margarita
8125,Psychroflexus aestuariivivens
8127,Siminovitchia thermophila
8130,Companilactobacillus metriopterae
8132,Achromobacter veterisilvae
8133,Intestinimonas timonensis
8136,Larkinella knui
8137,Ureibacillus composti
8138,Deminuibacter soli
8144,Acinetobacter pseudolwoffii
8147,Acinetobacter bohemicus
8148,Acinetobacter rudis
8149,Acinetobacter beijerinckii
8151,Homoserinimonas aerilata
8152,Leucobacter komagatae
8153,Tepidanaerobacter syntrophicus
8154,Listeria seeligeri
8156,Cedecea neteri
8161,Thioclava atlantica
8163,Solidesulfovibrio fructosivorans
8169,Desulfocurvus vexinensis
8172,Treponema vincentii
8173,Pseudoalteromonas rubra
8176,Desulfovibrio legallii
8177,Shewanella algidipiscicola
8181,Acetobacter cibinongensis
8184,Buttiauxella izardii
8185,Agrococcus casei
8186,Jeotgalibacillus proteolyticus
8188,Varibaculum massiliense
8189,Arenimonas caeni
8192,Shewanella psychrophila
8194,Legionella maceachernii
8195,Ligilactobacillus araffinosus
8197,Heyndrickxia shackletonii
8205,Anaerovirgula multivorans
8206,Noviherbaspirillum humi
8208,Streptomyces mexicanus
8210,Frischella perrara
8211,Terrisporobacter othiniensis
8218,Dehalobacterium formicoaceticum
8219,Bacillus glycinifermentans
8223,Paraburkholderia phymatum
8224,Acetivibrio thermocellus
8225,Chthoniobacter flavus
8231,Dyadobacter crusticola
8232,Brevundimonas bacteroides
8235,Staphylococcus caprae
8237,Segatella oris
8239,Granulicatella adiacens
8240,Dialister invisus
8241,Anaerococcus obesiensis
8244,Bartonella schoenbuchensis
8245,Paraburkholderia aromaticivorans
8247,Mucilaginibacter gracilis
8250,Duganella aceris
8251,Photorhabdus cinerea
8252,Aquimarina algiphila
8253,Chitinophaga agrisoli
8254,Sulfuriferula multivorans
8256,Brachybacterium endophyticum
8258,Parolsenella catena
8260,Phreatobacter stygius
8261,Inhella inkyongensis
8262,Methylomusa anaerophila
8264,Methylibium petroleiphilum
8265,Sulfuriflexus mobilis
8266,Stappia indica
8267,Cryobacterium aureum
8268,Mammaliicoccus vitulinus
8269,Actinomyces timonensis
8271,Pygmaiobacter massiliensis
8273,Conservatibacter flavescens
8274,Caviibacterium pharyngocola
8276,Lacticaseibacillus camelliae
8278,Parageobacillus caldoxylosilyticus
8282,Streptomyces spiralis
8285,Paenibacillus silagei
8286,Bacillus vallismortis
8291,Xanthomonas maliensis
8292,Xanthomonas codiaei
8297,Corynebacterium variabile
8298,Oscillibacter valericigenes
8299,Brachyspira intermedia
8300,Polymorphum gilvum
8302,Acetobacterium woodii
8303,Ruegeria lacuscaerulensis
8304,Vannielia litorea
8309,Erysipelothrix larvae
8316,Rhodovulum sulfidophilum
8317,Sporosarcina psychrophila
8318,Shinella granuli
8319,Aerococcus sanguinicola
8321,Corynebacterium simulans
8323,Staphylococcus condimenti
8324,Enterococcus silesiacus
8325,Lysobacter gummosus
8343,Methylobacterium segetis
8345,Pseudarthrobacter oxydans
8348,Neobacillus drentensis
8355,Streptomyces europaeiscabiei
8358,Mesorhizobium plurifarium
8359,Necropsobacter massiliensis
8360,Frigoribacterium faeni
8361,Brooklawnia cerclae
8364,Mycolicibacterium fluoranthenivorans
8368,Parafrankia irregularis
8373,Oceanobacillus neutriphilus
8378,Weissella diestrammenae
8381,Limosilactobacillus caviae
8382,Pullulanibacillus pueri
8383,Bacillus gobiensis
8387,Anaerocolumna xylanovorans
8388,Desulfitobacterium chlororespirans
8390,Anaerosphaera multitolerans
8391,Psychrobacter pygoscelis
8393,Aquabacter cavernae
8397,Acinetobacter halotolerans
8398,Arundinibacter roseus
8401,Luxibacter massiliensis
8402,Lactiplantibacillus mudanjiangensis
8406,Pseudoalteromonas peptidolytica
8407,Companilactobacillus musae
8408,Campylobacter lanienae
8411,Caulobacter rhizosphaerae
8427,Streptomyces kanasensis
8429,Candidatus Symbiothrix dinenymphae
8430,Ornithinibacillus caprae
8431,Tenacibaculum singaporense
8432,Enterocloster aldenensis
8438,Bariatricus massiliensis
8440,Caproicibacter fermentans
8441,Oleiliquidispirillum nitrogeniifigens
8442,Lysinibacillus macroides
8444,Pseudorhizobium flavum
8445,Streptomyces natalensis
8446,Sphingobium chungbukense
8447,Jeotgalibacillus malaysiensis
8449,Bosea robiniae
8453,Duganella callida
8458,Mucilaginibacter ginsenosidivorax
8459,Lysobacter alkalisoli
8461,Caulobacter soli
8462,Cellulomonas taurus
8463,Antarcticimicrobium sediminis
8466,Hornefia porci
8470,Paracoccus haematequi
8476,Novosphingobium umbonatum
8477,Vreelandella nanhaiensis
8479,Aliidiomarina maris
8481,Glaciihabitans tibetensis
8483,Epilithonimonas xixisoli
8484,Bordetella pseudohinzii
8485,Azoarcus olearius
8486,Cloacibacillus porcorum
8490,Marinobacter salinus
8491,Boudabousia tangfeifanii
8493,Phaeobacter porticola
8494,Xenorhabdus hominickii
8496,Lentzea guizhouensis
8498,Marinilactibacillus piezotolerans
8499,Tardibacter chloracetimidivorans
8501,Fructilactobacillus lindneri
8504,Pseudoalteromonas ulvae
8507,Geobacillus thermocatenulatus
8512,Nonomuraea fuscirosea
8513,Fulvimarina manganoxydans
8514,Halomonas alkaliantarctica
8515,Volucribacter psittacicida
8516,Cuneatibacter caecimuris
8521,Aeromonas eucrenophila
8525,Liquorilactobacillus aquaticus
8529,Pediococcus ethanolidurans
8532,Variovorax beijingensis
8533,Streptomyces parvulus
8535,Gallaecimonas mangrovi
8537,Saliniradius amylolyticus
8541,Thermomonospora amylolytica
8542,Rothia mucilaginosa
8543,Nocardia panacis
8545,Streptomyces rubrogriseus
8549,Veillonella caviae
8554,Cryobacterium breve
8557,Oceanibaculum indicum
8558,Xenorhabdus doucetiae
8559,Paenibacillus borealis
8560,Domibacillus tundrae
8561,Thalassomonas viridans
8562,Pectobacterium fontis
8563,Cohnella kolymensis
8565,Alkalihalobacillus pseudalcaliphilus
8566,Sphingomonas echinoides
8569,Alistipes communis
8572,Microbacterium maritypicum
8574,Leucobacter muris
8575,Kallipyga massiliensis
8576,Ligilactobacillus apodemi
8577,Lactobacillus hamsteri
8579,Aeromonas rivipollensis
8581,Candidatus Paracaedibacter acanthamoebae
8582,Rheinheimera mesophila
8586,Streptomyces pini
8587,Actinobaculum massiliense
8590,Weissella thailandensis
8592,Psychrobacter pasteurii
8595,Abiotrophia defectiva
8596,Sphingobacterium spiritivorum
8597,Segniliparus rugosus
8600,Desulfonatronovibrio hydrogenovorans
8604,Bradyrhizobium frederickii
8610,Furfurilactobacillus siliginis
8612,Protofrankia coriariae
8613,Nitratireductor aquibiodomus
8616,Candidatus Puniceispirillum marinum
8617,Nitrosococcus halophilus
8618,Sideroxydans lithotrophicus
8620,Bulleidia extructa
8622,Aromatoleum tolulyticum
8624,Sphaerotilus natans
8625,Shewanella morhuae
8630,Nocardioides speluncae
8635,Brucella pseudintermedia
8638,Janthinobacterium violaceinigrum
8640,Georhizobium profundi
8641,Sulfurimicrobium lacus
8642,Evansella clarkii
8643,Myxococcus eversor
8644,Pandoraea anapnoica
8645,Pandoraea horticolens
8653,Comamonas odontotermitis
8660,Novosphingobium chloroacetimidivorans
8662,Brachybacterium massiliense
8667,Nocardia altamirensis
8668,Stenotrophomonas humi
8670,Photobacterium aquae
8672,Roseibium polysiphoniae
8676,Ensifer sesbaniae
8677,Hymenobacter jejuensis
8678,Lysobacter spongiae
8679,Nitratireductor aquimarinus
8682,Kitasatospora cineracea
8685,Vespertiliibacter pulmonis
8686,Frederiksenia canicola
8688,Glutamicibacter mishrai
8691,Gilliamella apis
8697,Brevibacterium antiquum
8698,Streptomyces graminilatus
8699,Acinetobacter nectaris
8701,Youngiibacter fragilis
8702,Chryseobacterium indoltheticum
8704,Chryseobacterium gambrini
8716,Glutamicibacter arilaitensis
8718,Tautonia plasticadhaerens
8719,Neobacillus thermocopriae
8720,Rhizobium sophorae
8721,Gimesia alba
8722,Rossellomorea marisflavi
8723,Companilactobacillus nuruki
8724,Companilactobacillus formosensis
8725,Mammaliicoccus fleurettii
8727,Dehalobacter restrictus
8728,Streptococcus pluranimalium
8729,Streptococcus bovimastitidis
8732,Sphingopyxis lindanitolerans
8739,Boudabousia liubingyangii
8747,Acinetobacter chinensis
8749,Tannerella forsythia
8750,Acidaminococcus timonensis
8752,Winkia neuii
8754,Kluyvera cryocrescens
8755,Trueperella bernardiae
8756,Mycolicibacterium setense
8758,Prevotella pallens
8759,Stenotrophomonas koreensis
8760,Microbacterium ginsengisoli
8761,Allorhizobium terrae
8762,Jeotgalibaca dankookensis
8763,Devosia crocina
8764,Planctomicrobium piriforme
8765,Facklamia miroungae
8766,Lysobacter enzymogenes
8768,Candidatus Liberibacter africanus
8769,Mycobacterium kansasii
8770,Glutamicibacter creatinolyticus
8771,Luteimonas terricola
8773,Paracoccus sediminis
8774,Paracoccus laeviglucosivorans
